id,title,normative,old_priority,new_priority,edition,strategy,phase,release_gate,acceptance_v12
IRM-RISK-015,Support risk-score suppressors/exclusions for known approved activities and sanctioned workflows,The platform shall support risk-score suppressors/exclusions for known approved activities and sanctioned workflows.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-016,Support risk decay so stale events do not permanently stigmatize users,The platform shall support risk decay so stale events do not permanently stigmatize users.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-017,"Distinguish careless, malicious, compromised-account and policy/process risk hypotheses without automatically declaring intent","The platform shall distinguish careless, malicious, compromised-account and policy/process risk hypotheses without automatically declaring intent.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-018,"Correlate HR/employment lifecycle events such as notice period or contractor expiration as context, not automatic guilt indicators","The platform shall correlate HR/employment lifecycle events such as notice period or contractor expiration as context, not automatic guilt indicators.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-019,Detect anomalous after-hours activity and unusual session patterns,The platform shall detect anomalous after-hours activity and unusual session patterns.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-020,Detect sensitive-data access spikes,The platform shall detect sensitive-data access spikes.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-021,Detect unusual large download/upload or removable-media patterns,The platform shall detect unusual large download/upload or removable-media patterns.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-022,Detect new external destinations and external communication shifts,The platform shall detect new external destinations and external communication shifts.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-023,Detect archiving/staging/obfuscation behaviors associated with possible exfiltration,The platform shall detect archiving/staging/obfuscation behaviors associated with possible exfiltration.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-024,Detect security-control/tampering events as elevated risk context,The platform shall detect security-control/tampering events as elevated risk context.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-025,Detect approved/unapproved GenAI use involving sensitive-data context where signals exist,The platform shall detect approved/unapproved GenAI use involving sensitive-data context where signals exist.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-026,"Support manual analyst risk adjustments with mandatory reason, expiry and audit","The platform shall support manual analyst risk adjustments with mandatory reason, expiry and audit.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-027,Support risk severity tiers with organization-specific thresholds,The platform shall support risk severity tiers with organization-specific thresholds.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-028,Support risk threshold simulation before production activation,The platform shall support risk threshold simulation before production activation.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-029,"Provide user risk detail with timeline, factors, baselines, sequences and related alerts/cases","The platform shall provide user risk detail with timeline, factors, baselines, sequences and related alerts/cases.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-030,Provide risk-model fairness/quality metrics across appropriate non-sensitive operational cohorts without inferring protected traits,The platform shall provide risk-model fairness/quality metrics across appropriate non-sensitive operational cohorts without inferring protected traits.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-031,Provide feedback loop from case outcomes to detection evaluation without automatically retraining production models,The platform shall provide feedback loop from case outcomes to detection evaluation without automatically retraining production models.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-032,Support organization-controlled risk vocabulary and categories,The platform shall support organization-controlled risk vocabulary and categories.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-RISK-033,Expose risk via API/webhook without exposing restricted evidence to unauthorized integrations,The platform shall expose risk via API/webhook without exposing restricted evidence to unauthorized integrations.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-001,Ordered sequence detection,"The platform shall detect configurable ordered sequences of events within time windows, including collection, staging, obfuscation, exfiltration and cleanup patterns.",MUST,SHOULD,IRM Protect,SURPASS,3,IRM Protect GA,
IRM-SEQ-002,"Support sequence steps defined by event type, filter, data sensitivity, destination, volume and risk context","The platform shall support sequence steps defined by event type, filter, data sensitivity, destination, volume and risk context.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-003,Support optional/alternative sequence branches and maximum/minimum step intervals,The platform shall support optional/alternative sequence branches and maximum/minimum step intervals.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-004,Support cumulative exfiltration models across multiple channels and events rather than requiring one large transfer,The platform shall support cumulative exfiltration models across multiple channels and events rather than requiring one large transfer.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-005,Compare cumulative exfiltration against the user own history and appropriate peer cohort,The platform shall compare cumulative exfiltration against the user own history and appropriate peer cohort.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-006,Support file-volume/record-count/byte thresholds as sequence conditions,The platform shall support file-volume/record-count/byte thresholds as sequence conditions.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-007,Correlate excluded/low-risk contextual events into an investigation sequence without necessarily scoring them,The platform shall correlate excluded/low-risk contextual events into an investigation sequence without necessarily scoring them.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-008,Correlate file lineage so sequences can follow the same data through rename/archive/upload actions,The platform shall correlate file lineage so sequences can follow the same data through rename/archive/upload actions.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-009,"Create sequence evidence objects with step timestamps, contributing events and confidence","The platform shall create sequence evidence objects with step timestamps, contributing events and confidence.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-010,Allow analysts to replay why a sequence matched and which condition rejected near-matches,The platform shall allow analysts to replay why a sequence matched and which condition rejected near-matches.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-011,Support versioned sequence templates for common insider-risk kill-chain patterns,The platform shall support versioned sequence templates for common insider-risk kill-chain patterns.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-012,Support historical replay/backtesting of new sequence logic against authorized retained telemetry,The platform shall support historical replay/backtesting of new sequence logic against authorized retained telemetry.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-013,"Support sequence-specific alert severity, escalation and adaptive-observation actions","The platform shall support sequence-specific alert severity, escalation and adaptive-observation actions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
IRM-SEQ-014,"Expose sequence analytics in user risk pages, dashboards, cases, reports and APIs","The platform shall expose sequence analytics in user risk pages, dashboards, cases, reports and APIs.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
DLP-001,"Create and manage sensitive-information types, labels, classifiers and data categories","The platform shall create and manage sensitive-information types, labels, classifiers and data categories.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-002,Ingest Microsoft sensitivity labels and compatible classification metadata when integrated,The platform shall ingest Microsoft sensitivity labels and compatible classification metadata when integrated.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-003,"Support custom regex, dictionaries, exact-data match/fingerprint references and classifier plugins where licensed","The platform shall support custom regex, dictionaries, exact-data match/fingerprint references and classifier plugins where licensed.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-004,"Detect sensitive-data findings in authorized file, transfer, email, cloud and screen/OCR contexts","The platform shall detect sensitive-data findings in authorized file, transfer, email, cloud and screen/OCR contexts.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-005,"Assign confidence, classifier version and evidence reference to each finding","The platform shall assign confidence, classifier version and evidence reference to each finding.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-006,"Apply warn/block/audit actions by data class, channel, destination, user/group and risk state","The platform shall apply warn/block/audit actions by data class, channel, destination, user/group and risk state.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-007,Control external sharing through integrated Microsoft 365/DLP controls where configured,The platform shall control external sharing through integrated Microsoft 365/DLP controls where configured.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-008,"Control clipboard, removable media, network share, print and restricted-app channels through supported endpoint/DLP integrations","The platform shall control clipboard, removable media, network share, print and restricted-app channels through supported endpoint/DLP integrations.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-009,Support adaptive controls that become stricter at moderate/elevated risk and relax after risk decays,The platform shall support adaptive controls that become stricter at moderate/elevated risk and relax after risk decays.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-010,Support report-only/simulation mode before enforcing a DLP action,The platform shall support report-only/simulation mode before enforcing a DLP action.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-011,Support user justification/override for configured warn policies and store the justification,The platform shall support user justification/override for configured warn policies and store the justification.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-012,Support manager/security approval for configured high-impact exceptions,The platform shall support manager/security approval for configured high-impact exceptions.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-013,"Provide centralized exception lists with owner, reason, scope and expiry","The platform shall provide centralized exception lists with owner, reason, scope and expiry.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-014,"Detect personal cloud, webmail and public sharing destinations","The platform shall detect personal cloud, webmail and public sharing destinations.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-015,Detect bulk data staging before transfer,The platform shall detect bulk data staging before transfer.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-016,Detect cumulative exfiltration across multiple small transfers,The platform shall detect cumulative exfiltration across multiple small transfers.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-017,Detect print-based and removable-media exfiltration patterns,The platform shall detect print-based and removable-media exfiltration patterns.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-018,Support file lineage linking sensitive source content to transformed/renamed copies where possible,The platform shall support file lineage linking sensitive source content to transformed/renamed copies where possible.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-019,Integrate risk state with identity/conditional-access tools for adaptive restrictions where explicitly configured,The platform shall integrate risk state with identity/conditional-access tools for adaptive restrictions where explicitly configured.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-020,Provide data-loss incident queue linked to underlying user risk and evidence,The platform shall provide data-loss incident queue linked to underlying user risk and evidence.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-021,Prevent automatic destructive response based solely on opaque AI output; require deterministic policy or authorized workflow,The platform shall prevent automatic destructive response based solely on opaque AI output; require deterministic policy or authorized workflow.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-022,"Expose policy match explanation, classifier confidence and action taken to investigators","The platform shall expose policy match explanation, classifier confidence and action taken to investigators.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-023,Support separate policy for AI prompt/upload destinations and approved enterprise AI services,The platform shall support separate policy for AI prompt/upload destinations and approved enterprise AI services.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-024,"Provide metrics for blocked, warned, overridden, false-positive and confirmed incidents","The platform shall provide metrics for blocked, warned, overridden, false-positive and confirmed incidents.",MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
DLP-025,Provide API/webhook integration for external DLP/SIEM/SOAR systems,The platform shall provide API/webhook integration for external DLP/SIEM/SOAR systems.,MUST,SHOULD,IRM Protect,ADAPT,4,IRM Protect GA,
POL-001,Provide policy library with system templates and custom policies,The platform shall provide policy library with system templates and custom policies.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-002,"Provide no-code condition builder for event, user, group, device, schedule, sensitivity, destination, risk and volume conditions","The platform shall provide no-code condition builder for event, user, group, device, schedule, sensitivity, destination, risk and volume conditions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-003,"Support Boolean AND, OR, NOT and grouped/nested expressions","The platform shall support Boolean AND, OR, NOT and grouped/nested expressions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-004,"Support threshold, count, rate, duration, first-seen, rare-event and percentage conditions","The platform shall support threshold, count, rate, duration, first-seen, rare-event and percentage conditions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-005,"Support rolling, fixed and calendar time windows","The platform shall support rolling, fixed and calendar time windows.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-006,"Support work-hours, after-hours, weekday/weekend and custom schedule conditions","The platform shall support work-hours, after-hours, weekday/weekend and custom schedule conditions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-007,Support user/group/department/location/priority-group scope,The platform shall support user/group/department/location/priority-group scope.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-008,Support ungrouped/new-user scope where explicitly selected,The platform shall support ungrouped/new-user scope where explicitly selected.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-009,Support keyword/dictionary/regex/category conditions across permitted telemetry fields,The platform shall support keyword/dictionary/regex/category conditions across permitted telemetry fields.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-010,"Support anomaly score, risk score and sequence-match conditions","The platform shall support anomaly score, risk score and sequence-match conditions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-011,Support data sensitivity/classifier and destination conditions,The platform shall support data sensitivity/classifier and destination conditions.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-012,"Support application, website, file, transfer, print, communication, login and network event conditions","The platform shall support application, website, file, transfer, print, communication, login and network event conditions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-013,"Support actions including audit-only, alert, notify user, warn, require justification, capture focused evidence, increase observation, block, terminate/restrict through supported controls and create case/task","The platform shall support actions including audit-only, alert, notify user, warn, require justification, capture focused evidence, increase observation, block, terminate/restrict through supported controls and create case/task.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-014,Support alert recipients/operators distinct from monitored users,The platform shall support alert recipients/operators distinct from monitored users.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-015,"Support email, webhook, in-product and approved collaboration-channel notifications","The platform shall support email, webhook, in-product and approved collaboration-channel notifications.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-016,"Support alert frequency/deduplication, suppression and aggregation windows","The platform shall support alert frequency/deduplication, suppression and aggregation windows.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-017,Support alert severity and escalation paths,The platform shall support alert severity and escalation paths.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-018,Support pre/post-event context collection windows subject to privacy approval,The platform shall support pre/post-event context collection windows subject to privacy approval.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-019,"Support policy versioning, draft, review, approval, publish and rollback lifecycle","The platform shall support policy versioning, draft, review, approval, publish and rollback lifecycle.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-020,Support four-eyes approval for policies enabling focused content/keystroke/screen collection,The platform shall support four-eyes approval for policies enabling focused content/keystroke/screen collection.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-021,"Support policy ownership, business purpose, legal basis, jurisdiction and expiry metadata","The platform shall support policy ownership, business purpose, legal basis, jurisdiction and expiry metadata.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-022,Support policy simulation against historical telemetry before deployment,The platform shall support policy simulation against historical telemetry before deployment.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-023,"Show projected match volume, affected population, expected evidence collection and privacy impact during simulation","The platform shall show projected match volume, affected population, expected evidence collection and privacy impact during simulation.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-024,"Support policy health dashboard for no-data, overtriggering, stale rules, collector gaps and conflicting policies","The platform shall support policy health dashboard for no-data, overtriggering, stale rules, collector gaps and conflicting policies.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-025,"Support policy effectiveness metrics including alerts, escalations, cases, true/false positives and prevention actions","The platform shall support policy effectiveness metrics including alerts, escalations, cases, true/false positives and prevention actions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-026,Support exclusion precedence and show which rule won when policies conflict,The platform shall support exclusion precedence and show which rule won when policies conflict.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-027,"Support centrally managed reusable lists such as approved domains, sanctioned apps, sensitive groups and exceptions","The platform shall support centrally managed reusable lists such as approved domains, sanctioned apps, sensitive groups and exceptions.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-028,"Support detection-as-code representation in a documented, versionable format alongside the no-code editor","The platform shall support detection-as-code representation in a documented, versionable format alongside the no-code editor.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-029,Support import/export of policy packages with schema validation and environment promotion,The platform shall support import/export of policy packages with schema validation and environment promotion.,MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
POL-030,"Maintain complete audit history of policy edits, approvals, simulation, publication, match and rollback events","The platform shall maintain complete audit history of policy edits, approvals, simulation, publication, match and rollback events.",MUST,SHOULD,IRM Protect,ADAPT,3,IRM Protect GA,
INV-001,Create investigation cases manually or from alert/risk workflows,The platform shall create investigation cases manually or from alert/risk workflows.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-002,"Assign case owner, investigators, reviewers, legal/compliance stakeholders and scoped access","The platform shall assign case owner, investigators, reviewers, legal/compliance stakeholders and scoped access.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-003,"Maintain case status, priority, category, business purpose, jurisdiction and retention/legal-hold state","The platform shall maintain case status, priority, category, business purpose, jurisdiction and retention/legal-hold state.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-004,"Add one or more subject users, devices, identities, groups and data assets to a case","The platform shall add one or more subject users, devices, identities, groups and data assets to a case.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-005,"Build chronological user/activity timeline across application, web, communication, file, transfer, print, network, login, screenshot, risk and alert events","The platform shall build chronological user/activity timeline across application, web, communication, file, transfer, print, network, login, screenshot, risk and alert events.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-006,"Provide universal case search with filters for user, device, event type, time, application, domain, path, hash, keyword, risk and sensitivity","The platform shall provide universal case search with filters for user, device, event type, time, application, domain, path, hash, keyword, risk and sensitivity.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-007,"Provide full-text/OCR search over authorized evidence with exact phrase, Boolean and regex support","The platform shall provide full-text/OCR search over authorized evidence with exact phrase, Boolean and regex support.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-008,Provide semantic/natural-language investigation search that always links answers to underlying event/evidence IDs,The platform shall provide semantic/natural-language investigation search that always links answers to underlying event/evidence IDs.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-009,Provide session reconstruction/playback synchronized with events and screenshots,The platform shall provide session reconstruction/playback synchronized with events and screenshots.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-010,"Provide file-lineage graph showing source, copies, renames, archives and destinations","The platform shall provide file-lineage graph showing source, copies, renames, archives and destinations.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-011,Provide communication context with participant and attachment links subject to redaction,The platform shall provide communication context with participant and attachment links subject to redaction.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-012,Provide risk-factor and baseline comparison views inside a case,The platform shall provide risk-factor and baseline comparison views inside a case.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-013,Provide ordered-sequence visualization and cumulative exfiltration explanation,The platform shall provide ordered-sequence visualization and cumulative exfiltration explanation.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-014,Allow investigators to bookmark/pin evidence without copying it out of governed storage,The platform shall allow investigators to bookmark/pin evidence without copying it out of governed storage.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-015,"Allow case notes, hypotheses, tasks and comments with author/timestamp history","The platform shall allow case notes, hypotheses, tasks and comments with author/timestamp history.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-016,Allow evidence annotations without altering original evidence,The platform shall allow evidence annotations without altering original evidence.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-017,Create evidence snapshots/manifests with hashes and chain-of-custody metadata,The platform shall create evidence snapshots/manifests with hashes and chain-of-custody metadata.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-018,Support legal hold that overrides normal retention for case-scoped evidence,The platform shall support legal hold that overrides normal retention for case-scoped evidence.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-019,Support redacted evidence packages for HR/legal/external review,The platform shall support redacted evidence packages for HR/legal/external review.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-020,"Support privileged original evidence reveal using step-up authentication, reason and audit","The platform shall support privileged original evidence reveal using step-up authentication, reason and audit.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-021,"Export case packages including event timeline, evidence manifest, hashes, notes and generated report","The platform shall export case packages including event timeline, evidence manifest, hashes, notes and generated report.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-022,"Log every case access, search, evidence view, reveal, download, export and status change","The platform shall log every case access, search, evidence view, reveal, download, export and status change.",MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-023,Support case closure outcomes and detection feedback labels without deleting immutable history,The platform shall support case closure outcomes and detection feedback labels without deleting immutable history.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-024,Support related-case linking and duplicate/overlapping-subject detection,The platform shall support related-case linking and duplicate/overlapping-subject detection.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
INV-025,Prevent ordinary managers from opening security cases unless explicitly assigned and authorized,The platform shall prevent ordinary managers from opening security cases unless explicitly assigned and authorized.,MUST,SHOULD,Investigate,ADAPT,5,Investigate GA,
DASH-001,Provide security/risk overview dashboard with organization posture and top changes,The platform shall provide security/risk overview dashboard with organization posture and top changes.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-002,"Provide high-risk users dashboard with factors, trends, severity and last activity","The platform shall provide high-risk users dashboard with factors, trends, severity and last activity.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-003,Provide group/department risk dashboard,The platform shall provide group/department risk dashboard.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-004,"Provide alert operations dashboard with severity, status, SLA age, policy and assignee","The platform shall provide alert operations dashboard with severity, status, SLA age, policy and assignee.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-005,"Provide investigation/case dashboard with status, owner, priority and age","The platform shall provide investigation/case dashboard with status, owner, priority and age.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-006,"Provide sensitive-data/DLP dashboard with channels, destinations and actions","The platform shall provide sensitive-data/DLP dashboard with channels, destinations and actions.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-007,Provide workforce productivity dashboard with productive/neutral/unproductive active time and trends,The platform shall provide workforce productivity dashboard with productive/neutral/unproductive active time and trends.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-008,Provide workload/wellbeing dashboard using privacy-preserving aggregate indicators,The platform shall provide workload/wellbeing dashboard using privacy-preserving aggregate indicators.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-009,Provide technology/app utilization dashboard,The platform shall provide technology/app utilization dashboard.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-010,Provide AI adoption and AI governance dashboard,The platform shall provide AI adoption and AI governance dashboard.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-011,"Provide executive dashboard with organizational risk posture, workforce trends and cross-functional KPIs","The platform shall provide executive dashboard with organizational risk posture, workforce trends and cross-functional KPIs.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-012,Provide agent/device fleet health dashboard,The platform shall provide agent/device fleet health dashboard.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-013,Provide data-quality/telemetry coverage dashboard,The platform shall provide data-quality/telemetry coverage dashboard.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-014,"Allow dashboard filters by time, organization, location, risk, policy and event type as appropriate","The platform shall allow dashboard filters by time, organization, location, risk, policy and event type as appropriate.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-015,Allow role-specific dashboard layouts with saved views,The platform shall allow role-specific dashboard layouts with saved views.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-016,Allow widget drill-down to source records without leaking unauthorized data,The platform shall allow widget drill-down to source records without leaking unauthorized data.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-017,Provide configurable reports and report builder,The platform shall provide configurable reports and report builder.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-018,Provide scheduled report delivery with scoped recipients and secure links,The platform shall provide scheduled report delivery with scoped recipients and secure links.,MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-019,"Export permitted report data to CSV, XLSX, PDF and JSON/API","The platform shall export permitted report data to CSV, XLSX, PDF and JSON/API.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
DASH-020,"Provide globally available search across authorized activity, alerts, users, devices, policies and cases","The platform shall provide globally available search across authorized activity, alerts, users, devices, policies and cases.",MUST,MUST,Visibility,ADAPT,1,Visibility GA,
INT-001,"Provide versioned REST API for users, groups, devices, policies, events, alerts, risk, cases, reports and integrations","The platform shall provide versioned REST API for users, groups, devices, policies, events, alerts, risk, cases, reports and integrations.",MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-002,"Provide webhook subscriptions for alert, risk, case, agent-health and policy events","The platform shall provide webhook subscriptions for alert, risk, case, agent-health and policy events.",MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-003,"Provide API pagination, filtering, sorting, field selection and time-range controls","The platform shall provide API pagination, filtering, sorting, field selection and time-range controls.",MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-004,Provide tenant-scoped API rate limits and usage telemetry,The platform shall provide tenant-scoped API rate limits and usage telemetry.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-005,Provide idempotency keys for write APIs where retry could duplicate actions,The platform shall provide idempotency keys for write APIs where retry could duplicate actions.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-006,Provide OpenAPI documentation and generated client examples,The platform shall provide OpenAPI documentation and generated client examples.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-007,"Integrate Microsoft 365 identity and activity sources including Entra ID, Exchange, Teams, SharePoint and OneDrive where permissions permit","The platform shall integrate Microsoft 365 identity and activity sources including Entra ID, Exchange, Teams, SharePoint and OneDrive where permissions permit.",MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-008,Ingest sensitivity labels/classification metadata from Microsoft Purview-compatible sources when configured,The platform shall ingest sensitivity labels/classification metadata from Microsoft Purview-compatible sources when configured.,MUST,COULD,Connect,ADAPT,6,Connect GA,
