Issue Type,Summary,Description,Epic Name,Epic Link,Labels,Priority,Requirement ID,Phase,Acceptance Criteria,Component
Story,NFR-036: Data-quality visibility,"h2. Normative
Missing/late collector data shall be visible in dashboards and APIs and shall not silently lower risk/productivity metrics as if complete.

h2. Acceptance (v1.2)
Collector outage: dashboards/APIs show coverage warning; metrics not treated as complete.

h2. Traceability
* Requirement: NFR-036
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-036",Highest,NFR-036,0,Collector outage: dashboards/APIs show coverage warning; metrics not treated as complete.,NFR
Story,NFR-039: Secrets,"h2. Normative
Secrets shall not be stored in source code or ordinary configuration tables in plaintext.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `NFR-039`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: NFR-039
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-039",Highest,NFR-039,0,Given synthetic fixtures for tenant A; when exercising `NFR-039`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,NFR
Story,NFR-040: Rate limiting,"h2. Normative
Public APIs and sensitive actions shall have tenant/user-aware rate limiting and abuse controls.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `NFR-040`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: NFR-040
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-040",Highest,NFR-040,0,Given synthetic fixtures for tenant A; when exercising `NFR-040`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,NFR
Story,NFR-042: Alert deduplication,"h2. Normative
Repeated identical events shall not create uncontrolled alert storms when aggregation policy is enabled.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `NFR-042`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: NFR-042
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-042",Highest,NFR-042,0,Given synthetic fixtures for tenant A; when exercising `NFR-042`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,NFR
Story,NFR-043: Policy simulation safety,"h2. Normative
Simulation shall never enforce block/terminate or increase monitoring on production endpoints.

h2. Acceptance (v1.2)
Simulation of block rule produces zero endpoint enforcement side effects.

h2. Traceability
* Requirement: NFR-043
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-043",Highest,NFR-043,0,Simulation of block rule produces zero endpoint enforcement side effects.,NFR
Story,NFR-044: Synthetic test data,"h2. Normative
Development/demo environments shall not require real employee monitoring data.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `NFR-044`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: NFR-044
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-044",Highest,NFR-044,0,Given synthetic fixtures for tenant A; when exercising `NFR-044`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,NFR
Story,NFR-045: Supportability,"h2. Normative
Every agent/service error shown to customers shall have stable error code and actionable diagnostic path.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `NFR-045`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: NFR-045
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-045",Highest,NFR-045,0,Given synthetic fixtures for tenant A; when exercising `NFR-045`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,NFR
Story,NFR-046: Documentation,"h2. Normative
Every released requirement/capability shall have administrator, API/technical and privacy-impact documentation appropriate to its audience.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `NFR-046`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: NFR-046
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-06
",,EPIC-P0-06,"phase-0,visibility,nfr,req-id,must,nfr-046",Highest,NFR-046,0,Given synthetic fixtures for tenant A; when exercising `NFR-046`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,NFR
Story,AGENT-WIN-001: Provide a Windows agent for supported workstation and server editions with separate capability matrix,"h2. Normative
The platform shall provide a Windows agent for supported workstation and server editions with separate capability matrix.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-001
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-001",High,AGENT-WIN-001,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,AGENT-WIN-002: Monitor foreground applications/processes and user sessions using supported Windows APIs,"h2. Normative
The platform shall monitor foreground applications/processes and user sessions using supported Windows APIs.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-002
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-002",High,AGENT-WIN-002,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,AGENT-WIN-003: Capture file-system and removable-storage events using least-privilege supported mechanisms,"h2. Normative
The platform shall capture file-system and removable-storage events using least-privilege supported mechanisms.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-003
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-003",High,AGENT-WIN-003,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,"AGENT-WIN-004: Capture printing, network-context and browser/application telemetry supported on Windows","h2. Normative
The platform shall capture printing, network-context and browser/application telemetry supported on Windows.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-004
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-004",High,AGENT-WIN-004,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,"AGENT-WIN-005: Support enterprise deployment via Intune, GPO, SCCM/Configuration Manager and signed MSI/EXE packages","h2. Normative
The platform shall support enterprise deployment via Intune, GPO, SCCM/Configuration Manager and signed MSI/EXE packages.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-005
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-005",High,AGENT-WIN-005,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,"AGENT-WIN-006: Detect Windows session lock/unlock, logon/logoff and RDP/virtual-session context where supported","h2. Normative
The platform shall detect Windows session lock/unlock, logon/logoff and RDP/virtual-session context where supported.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-006
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-006",High,AGENT-WIN-006,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,AGENT-WIN-007: Support Windows protected-data/redaction rules for password and sensitive input contexts,"h2. Normative
The platform shall support Windows protected-data/redaction rules for password and sensitive input contexts.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-007
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-007",High,AGENT-WIN-007,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,AGENT-WIN-008: Support VDI/virtual desktop environments with documented identity/session attribution limits,"h2. Normative
The platform shall support VDI/virtual desktop environments with documented identity/session attribution limits.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-008`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-008
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-008",High,AGENT-WIN-008,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-008`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,AGENT-WIN-009: Support offline telemetry and policy enforcement across device reboots,"h2. Normative
The platform shall support offline telemetry and policy enforcement across device reboots.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-009`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-009
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-009",High,AGENT-WIN-009,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-009`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,AGENT-WIN-010: Validate compatibility with EDR/AV and publish coexistence diagnostics rather than requesting security-product bypasses,"h2. Normative
The platform shall validate compatibility with EDR/AV and publish coexistence diagnostics rather than requesting security-product bypasses.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-010`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-WIN-010
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-01
",,EPIC-P1-01,"phase-1,visibility,windows,req-id,must,agent-win-010",High,AGENT-WIN-010,1,Given synthetic fixtures for tenant A; when exercising `AGENT-WIN-010`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT-WIN
Story,"UAM-APP-001: Capture application/process identity, executable, publisher/signature where available and normalized application family","h2. Normative
The platform shall capture application/process identity, executable, publisher/signature where available and normalized application family.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-001
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-001",High,UAM-APP-001,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,"UAM-APP-002: Capture application/window start, stop, duration and foreground/active duration","h2. Normative
The platform shall capture application/window start, stop, duration and foreground/active duration.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-002
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-002",High,UAM-APP-002,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,UAM-APP-003: Capture window title/caption subject to privacy policy and redaction,"h2. Normative
The platform shall capture window title/caption subject to privacy policy and redaction.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-003
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-003",High,UAM-APP-003,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,"UAM-APP-004: Associate application activity with user, device, session, department, work schedule and policy context","h2. Normative
The platform shall associate application activity with user, device, session, department, work schedule and policy context.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-004
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-004",High,UAM-APP-004,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,"UAM-APP-005: Classify applications as productive, neutral, unproductive, restricted or uncategorized","h2. Normative
The platform shall classify applications as productive, neutral, unproductive, restricted or uncategorized.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-005
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-005",High,UAM-APP-005,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,"UAM-APP-006: Allow classification overrides by team, role, project, schedule and business unit","h2. Normative
The platform shall allow classification overrides by team, role, project, schedule and business unit.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-006
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-006",High,UAM-APP-006,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,UAM-APP-007: Maintain application catalog aliases so renamed/versioned executables map to the same product,"h2. Normative
The platform shall maintain application catalog aliases so renamed/versioned executables map to the same product.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-007
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-007",High,UAM-APP-007,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,UAM-APP-008: Detect newly observed applications and support review/approval workflows,"h2. Normative
The platform shall detect newly observed applications and support review/approval workflows.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-008`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-008
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-008",High,UAM-APP-008,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-008`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,"UAM-APP-009: Detect unsigned, high-risk or prohibited applications using configured intelligence sources","h2. Normative
The platform shall detect unsigned, high-risk or prohibited applications using configured intelligence sources.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-009`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-009
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-009",High,UAM-APP-009,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-009`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,"UAM-APP-010: Support application-based allow, warn, block or terminate policies where technically and legally appropriate","h2. Normative
The platform shall support application-based allow, warn, block or terminate policies where technically and legally appropriate.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-010`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-010
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-010",High,UAM-APP-010,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-010`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,"UAM-APP-011: Calculate application usage totals, active time, frequency and trend by user/team/device","h2. Normative
The platform shall calculate application usage totals, active time, frequency and trend by user/team/device.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-011`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-011
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-011",High,UAM-APP-011,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-011`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
Story,UAM-APP-012: Detect abnormal application usage compared with user and peer baselines,"h2. Normative
The platform shall detect abnormal application usage compared with user and peer baselines.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-APP-012`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-APP-012
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-02
",,EPIC-P1-02,"phase-1,visibility,uam,req-id,must,uam-app-012",High,UAM-APP-012,1,Given synthetic fixtures for tenant A; when exercising `UAM-APP-012`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-APP
